Context,Question,Answer,source_type,company_id,incident,tags,followup_questions,image_urls
พบปัญหาการเคลม (Flexible Benefit),ยื่นคำขอไม่สำเร็จ,"หากยื่นคำขอไม่สำเร็จ แนะนำตรวจสอบประวัติการเคลม เลือกรายการเคลมที่ต้องการ และกด ""Re-submit Claim"" เพื่อกรอกรายละเอียดตามลำดับ จากนั้นกดทำรายการเคลมเข้ามาอีกครั้ง ตามคู่มือดังต่อไปนี้",feature_flexben,salary_hero,,default,โดนปฏิเสธคำขอ;ยอดเงินติดลบ,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010382825/original/C_06jufCxITPG7Ir9m_l9sPmzTkOAzb_Pw.png?1774508625
พบปัญหาการเคลม (Flexible Benefit),ยอดเงินติดลบ,เมื่อมีการแจ้งลาออกและบันทึกในระบบของบริษัทต้นสังกัด ระบบจะดำเนินการคำนวณและปรับวงเงินสวัสดิการตามสัดส่วนระยะเวลาทำงาน (Prorated basis) จนถึงวันสิ้นสุดการเป็นพนักงาน หากยอดเคลมก่อนหน้ามียอดเกินวงเงินสวัสดิการที่มีการปรับใหม่ แอปพลิเคชันจะแสดงยอดติดลบ โดยทางฝ่ายบุคคลจะดำเนินการขั้นตอนถัดไปตามกระบวนการของบริษัท พนักงานสามารถติดต่อฝ่ายบุคคลเพื่อสอบถามเพิ่มเติม,feature_flexben,salary_hero,,default,โดนปฏิเสธคำขอ;ยื่นคำขอไม่สำเร็จ,
เงื่อนไขการปรับยอดงบประมาณ (Flexible Benefit),พนักงานใหม่/ทำงานไม่ถึงปี,"การคำนวณวงเงินสวัสดิการตามสัดส่วนระยะเวลาการทำงาน (Prorate basis)

สำหรับพนักงานใหม่ที่ผ่านทดลองงานและปฏิบัติงานมายังไม่ครบ 1 ปี จะไม่ได้รับวงเงินเต็มปี เนื่องจากวงเงินสวัสดิการที่สามารถเคลมได้จะถูกคำนวณตาม สัดส่วนระยะเวลาการทำงาน (Prorate) ณ ปีงบประมาณนั้น ๆ 
ตัวอย่าง พนักงานสิ้นสุดระยะทดลองงานวันที่ 31 มีนาคม 2569 ระยะเวลาทำงานที่นำมาคำนวณ คือ 365 - 90 = 275 วัน 
วงเงินสวัสดิการตามสัดส่วนระยะเวลาทำงาน = (275 วัน x วงเงินสวัสดิการตามระดับตำแหน่ง) / 365 วัน",feature_flexben,salary_hero,,default,ปรับตำแหน่งงาน;ย้ายบริษัทในเครือ Essilor (Entity transfer);การเปลี่ยนสัญญาจ้าง (Contract change);การเปลี่ยนกลุ่มรอบการจ่ายค่าจ้าง (EE subgroup change),
เงื่อนไขการปรับยอดงบประมาณ (Flexible Benefit),ปรับตำแหน่งงาน,"การปรับปรุงวงเงินสวัสดิการกรณีปรับตำแหน่งงาน
ในกรณีที่พนักงานมีการปรับตำแหน่งงานและวงเงินสวัสดิการมีการเปลี่ยนแปลงตามระดับตำแหน่ง ยอดเงินสวัสดิการที่สามารถเบิกเคลมได้จะถูกคำนวณใหม่ตามสัดส่วนระยะเวลาการทำงาน (Prorated basis)  ณ ตำแหน่งนั้น ๆ 

ตัวอย่าง พนักงานระดับตำแหน่ง L4 มีวงเงินสวัสดิการ 5,000 บาท วันที่ 1 มีนาคม 2569 พนักงานถูกปรับตำแหน่งเป็น L5 มีวงเงินสวัสดิการ 10,000 บาท
ระยะเวลาทำงานในระดับตำแหน่ง L4 = 59 วัน
วงเงินที่พนักงานสามารถเคลมได้ = (59 x 5,000) /365 = 808.21 บาท

ระยะเวลาทำงานในระดับตำแหน่ง L5 = 365-59 = 306 วัน
วงเงินที่พนักงานสามารถเคลมได้ = (306 x 10,000) / 365 = 8,383.56

วงเงินสวัสดิการที่พนักงานสามารถเคลมได้ปี 2026 = 808.21+8,383.56 =9,191.77 บาท",feature_flexben,salary_hero,,default,พนักงานใหม่/ทำงานไม่ถึงปี;ย้ายบริษัทในเครือ Essilor (Entity transfer);การเปลี่ยนสัญญาจ้าง (Contract change);การเปลี่ยนกลุ่มรอบการจ่ายค่าจ้าง (EE subgroup change),
เงื่อนไขการปรับยอดงบประมาณ (Flexible Benefit),ย้ายบริษัทในเครือ Essilor (Entity transfer),ในกรณีที่พนักงานมีการโอนย้ายบริษัทในเครือ Essilor วงเงินสวัสดิการที่สามารถเคลมได้จะถูกคำนวณใหม่ตามสัดส่วนระยะเวลาทำงาน (Prorated basis) ณ บริษัทใหม่ โดยพิจารณาจากวันที่มีผลการโอนย้ายบริษัท,feature_flexben,salary_hero,,default,พนักงานใหม่/ทำงานไม่ถึงปี;ปรับตำแหน่งงาน;การเปลี่ยนสัญญาจ้าง (Contract change);การเปลี่ยนกลุ่มรอบการจ่ายค่าจ้าง (EE subgroup change),
เงื่อนไขการปรับยอดงบประมาณ (Flexible Benefit),การเปลี่ยนสัญญาจ้าง (Contract change),พนักงานเปลี่ยนสัญญาจ้างยอดวงเงินสวัสดิการที่สามารถเคลมได้จะถูกคำนวณใหม่ตาม สัดส่วนระยะเวลาทำงาน (Prorated basis)  ณ สัญญาใหม่ โดยพิจารณาจากวันเปลี่ยนสัญญาจ้าง,feature_flexben,salary_hero,,default,พนักงานใหม่/ทำงานไม่ถึงปี;ปรับตำแหน่งงาน;ย้ายบริษัทในเครือ Essilor (Entity transfer);การเปลี่ยนกลุ่มรอบการจ่ายค่าจ้าง (EE subgroup change),
เงื่อนไขการปรับยอดงบประมาณ (Flexible Benefit),การเปลี่ยนกลุ่มรอบการจ่ายค่าจ้าง (EE subgroup change),"เมื่อมีการเปลี่ยนรอบการจ่ายค่าจ้าง ระบบ Salary Hero จะได้รับข้อมูลการเปลี่ยนแปลงจาก HR โดยอัตโนมัติ พนักงานไม่จำเป็นต้องแจ้ง Salary Hero โดยตรง

ผลกระทบต่อสวัสดิการ FlexBen:
วงเงินสวัสดิการที่สามารถเคลมได้จะถูกคำนวณใหม่ตามสัดส่วนระยะเวลาทำงาน (Prorated basis) ณ รอบการจ่ายค้างจ้างนั้น โดยพิจารณาจากวันที่มีการเปลี่ยนรอบการจ่ายค่าจ้าง",feature_flexben,salary_hero,,default,พนักงานใหม่/ทำงานไม่ถึงปี;ปรับตำแหน่งงาน;ย้ายบริษัทในเครือ Essilor (Entity transfer);การเปลี่ยนสัญญาจ้าง (Contract change),
วิธีการเคลม (Flexible Benefit),ขั้นตอนการเคลม,"ขั้นตอนการเคลมสวัสดิการ:
1. กด ""เคลมทันที"" บนหน้าหลักของ Flexible Benefits
2. กด ""เพิ่มรายการค่าใช้จ่าย"" บนหน้าประวัติการเคลม
3. เลือกหมวดหมู่จากเมนูแบบเลื่อนลง
4. กรอกข้อมูลในแบบฟอร์มคำขอเคลม:
   - หมวดหมู่ และหมวดหมู่ย่อย
   - วันที่ใบเสร็จ
   - ยอดเงินในใบเสร็จ (ต้องมากกว่า 0)
   - ยอดที่ต้องการเคลม (ต้องมากกว่า 0 และไม่เกินยอดในใบเสร็จหรือยอดคงเหลือ)
   - หมายเหตุ (ไม่บังคับ) และเอกสารแนบ (JPG/JPEG/PNG/PDF ไม่เกิน 1 ไฟล์)
5. ตรวจสอบให้ครบทุกช่องที่มีเครื่องหมาย * แล้วกด ส่งคำขอ",feature_flexben,salary_hero,,default,ขั้้นตอนยกเลิกการเคลม;ระยะเวลาเคลม;สถานะการเคลม;ตรวจสอบประวัติการเคลม,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010380706/original/JIFDltJA0tooMxPorZxalFoq_ohPVewQGQ.png?1774500243;https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010380702/original/N68wZ30EaKWZ-qjyIO1bZh_aZh799RW3Fw.png?1774500212
วิธีการเคลม (Flexible Benefit),ขั้้นตอนยกเลิกการเคลม,หากต้องการยกเลิกการเคลม โปรดติดต่อฝ่ายบุคคล (HR) ต้นสังกัดของพนักงานเพื่อยกเลิกการเคลม หลังจากฝ่ายบุคคล (HR) ยกเลิกรายการเคลม (ปฏิเสธรายการเคลม) เรียบร้อย พนักงานจะสามารถทำรายการเคลมใหม่ได้โดยการกด Re-submit claim เพื่อใช้ข้อมูลการเคลมเดิมหรือ Add expense เพื่อสร้างเคลมใหม่,feature_flexben,salary_hero,,default,ขั้นตอนการเคลม;ระยะเวลาเคลม;สถานะการเคลม;ตรวจสอบประวัติการเคลม,
วิธีการเคลม (Flexible Benefit),ระยะเวลาเคลม,"ระยะเวลาในการยื่นเคลม (Claim Cut-Off Period):
- สามารถยื่นเคลมได้ตลอดทั้งไตรมาส
- วันสุดท้ายของการยื่นเคลม (Cut-off Date) คือวันสิ้นสุดของแต่ละไตรมาส
- หลังจาก Cut-off Date ระบบจะประมวลผลและโอนเงินคืน (Reimbursement) ภายในกำหนด
- ไตรมาส 1: ม.ค.–มี.ค. | ไตรมาส 2: เม.ย.–มิ.ย. | ไตรมาส 3: ก.ค.–ก.ย. | ไตรมาส 4: ต.ค.–ธ.ค.
หากมีข้อสงสัยเรื่องระยะเวลา กรุณาติดต่อ HR",feature_flexben,salary_hero,,default,ขั้นตอนการเคลม;ขั้้นตอนยกเลิกการเคลม;สถานะการเคลม;ตรวจสอบประวัติการเคลม,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010380714/original/-yWrMU6oMZQhymWFM3JRHYX93LG5tHi4IQ.png?1774500346
วิธีการเคลม (Flexible Benefit),สถานะการเคลม,"สถานะการเคลมมีความหมายดังนี้:
- Pending (รอดำเนินการ): ยื่นคำขอสำเร็จแล้ว รอ HR ตรวจสอบและอนุมัติ
- Success (สำเร็จ): HR อนุมัติแล้ว จะได้รับเงินคืนตามรอบที่กำหนด
- Rejected (ถูกปฏิเสธ): HR ปฏิเสธคำขอ กรุณาตรวจสอบเหตุผลและยื่นใหม่
- Cancelled (ยกเลิก): คำขอถูกยกเลิกโดย HR หรือโดยระบบ",feature_flexben,salary_hero,,default,ขั้นตอนการเคลม;ขั้้นตอนยกเลิกการเคลม;ระยะเวลาเคลม;ตรวจสอบประวัติการเคลม,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010380718/original/ncTT3YtvpdyQSetOMzCQdUKMsPTcBXg6eg.png?1774500408
วิธีการเคลม (Flexible Benefit),ตรวจสอบประวัติการเคลม,"วิธีตรวจสอบประวัติการเคลม:
1. กด ""เคลมทันที"" บนหน้าหลัก
2. เลือกเดือนและปีที่ต้องการดูประวัติ
3. ตรวจสอบสถานะและรายละเอียดของแต่ละคำขอ ได้แก่:
   - วันที่ยื่นเคลม
   - หมวดหมู่ (Well-being, Scholarship, Health, Frame/lens)
   - ยอดที่เคลม และสถานะปัจจุบัน
4. กดที่รายการเพื่อดูรายละเอียดเพิ่มเติม",feature_flexben,salary_hero,,default,ขั้นตอนการเคลม;ขั้้นตอนยกเลิกการเคลม;ระยะเวลาเคลม;สถานะการเคลม,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159010380723/original/Lz1WpKovajcKZD9AW38AqvaDqFxYwty-9w.png?1774500527
บัญชีถูกระงับการใช้งาน (Flexible Benefit),เงื่อนไขถูกระงับการใช้งาน,"หากสถานะของพนักงานแสดงเป็น ""ถูกระงับการใช้งาน (Inactive)"" พนักงานจะไม่สามารถเคลมผ่านระบบได้ หากมีข้อสงสัยหรือต้องการตรวจสอบสถานะบัญชีเพิ่มเติม กรุณาติดต่อฝ่ายทรัพยากรบุคคล (HR) ต้นสังกัด",feature_flexben,salary_hero,,default,สิทธิ์การเบิกเคลมสำหรับช่วงทดลองงาน,
บัญชีถูกระงับการใช้งาน (Flexible Benefit),สิทธิ์การเบิกเคลมสำหรับช่วงทดลองงาน,"พนักงานที่ยังอยู่ใน ระยะทดลองงาน (Probation) จะยังไม่สามารถเคลมสวัสดิการได้ โดยพนักงานสามารถตรวจสอบวันที่สิ้นสุดการทดลองงานได้โดยตรงที่ หน้าแรกของแอปพลิเคชัน

ทั้งนี้ เมื่อผ่านการทดลองงานแล้ว ระบบจะส่งการแจ้งเตือนเพื่อแจ้งให้ทราบว่าพนักงานสามารถเริ่มใช้สวัสดิการแบบยืดหยุ่นได้แล้ว",feature_flexben,salary_hero,,default,เงื่อนไขถูกระงับการใช้งาน,
เงื่อนไขการหักเงินคืน,เงื่อนไขการหักเงินคืน,สำหรับยอดเงินที่พนักงานทำรายการขอเบิกไป หลังจากที่ตัดรอบไปแล้วทางทีมจะส่งรายงานการเข้าใช้งานแอปพลิเคชันไปให้ทางฝ่ายบุคคลเพื่อหักกับเงินเดือนพนักงานที่ขอเบิกเข้ามาในรอบนั้นๆ,feature_sod,salary_hero,,default,,
เงื่อนไขการหักเงินคืน,เงื่อนไขการหักเงินคืน (พนักงานรักษาความปลอดภัย),สำหรับยอดเงินที่พนักงานทำรายการขอเบิกไป หลังจากที่ตัดรอบไปแล้วทางทีมจะส่งรายงานการเข้าใช้งานแอปพลิเคชันไปให้ทางฝ่ายบุคคลเพื่อหักกับเงินเดือนพนักงานที่ขอเบิกเข้ามาในรอบนั้นๆ สามารถตรวจสอบรายละเอียดรายการหักเบิกค่าจ้างล่วงหน้าผ่านสลิปเงินเดือนของพนักงาน,feature_sod,พนักงานรักษาความปลอดภัย,,company_specific,,
เงื่อนไขการหักเงินคืน,เงื่อนไขการหักเงินคืน (แม่บ้าน),สำหรับยอดเงินที่พนักงานทำรายการขอเบิกไป หลังจากที่ตัดรอบไปแล้วทางทีมจะส่งรายงานการเข้าใช้งานแอปพลิเคชันไปให้ทางฝ่ายบุคคลเพื่อหักกับเงินเดือนพนักงานที่ขอเบิกเข้ามาในรอบนั้นๆ สามารถตรวจสอบรายละเอียดรายการหักเบิกค่าจ้างล่วงหน้าผ่านสลิปเงินเดือนของพนักงาน,feature_sod,แม่บ้าน,,company_specific,,
เงื่อนไขการหักเงินคืน,เงื่อนไขการหักเงินคืน (พนักงานหน้าสาขา/พนักงานหน้าร้าน),สำหรับยอดเงินที่พนักงานทำรายการขอเบิกไป หลังจากที่ตัดรอบไปแล้วทางทีมจะส่งรายงานการเข้าใช้งานแอปพลิเคชันไปให้ทางฝ่ายบุคคลเพื่อหักกับเงินเดือนพนักงานที่ขอเบิกเข้ามาในรอบนั้นๆ สามารถตรวจสอบรายละเอียดรายการหักเบิกค่าจ้างล่วงหน้าผ่านสลิปเงินเดือนของพนักงาน,feature_sod,พนักงานหน้าสาขา_พนักงานหน้าร้าน,,company_specific,,
อัปเดตเวอร์ชัน 5.3.1,สรุปอัปเดต เวอร์ชัน 5.3.1,"ตรวจสอบรายละเอียดแอปพลิเคชัน Salary Hero เวอร์ชันอัปเดต 5.3.1 ล่าสุดได้ที่ลิงก์ 
> https://online.fliphtml5.com/jngvm/pshm/#p=1",feature_sod,salary_hero,,default,,
เงื่อนไขอื่นๆ,เงื่อนไขการเบิกค่าจ้างล่วงหน้า,"เงื่อนไขการเบิกค่าจ้างล่วงหน้า

เบิกได้วันที่ 6 ถึง 20 ของทุกเดือน

เบิกได้วันในเดือนที่ 1 ถึง 10 และ 15-25 ของทุกเดือน

วันสุดท้ายเบิกได้ถึง 16.00 น.

เบิกได้ไม่จำกัดครั้งต่อเดือน

เบิกมีขั้นต่ำ 1,000 บาทต่อครั้ง สูงสุดตามวงเงินคำจ้างรายเดือน

ค่าจ้างที่เบิกล่วงหน้า-ถูกหักออกจากค่าจ้างที่ได้รับในอนาคต ฯ

พนักงานต้องทำงานเต็มวันทำงานในตำแหน่ง (8 ชั่วโมง) และเวลาการทำงานจะต้องได้รับการอนุมัติในระบบ HumanOS จึงจะขออนุมัติเบิกสลิปเบิกได้ใน

ค่าธรรมเนียมการเบิกแบบขั้นบันได

เริ่มตั้งแต่ 18 บาท สำหรับอยู่เบิก 1,000 บาทแรก

1,000 บาท ค่าธรรมเนียม 18 บาท

1,001 - 2,000 บาท ค่าธรรมเนียม 36 บาท

2,001 - 3,000 บาท ค่าธรรมเนียม 54 บาท",feature_sod,boonthavorn,,company_specific,,https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/159007374532/original/Cv0n384PiUqOYfBRV9tiaG--wNXfBX63Zg.png?1770363993
